source,controller,controller_label,joint,angle_deg,case,file,phase_counts,tracking_phase_definition,tracking_samples,tracking_duration_s,tracking_rate_hz,desired_delta_deg,actual_delta_deg,achieved_pct,cmd_joint_signed_final_error_deg,cmd_joint_final_abs_error_deg,cmd_joint_max_abs_error_deg,cmd_joint_rms_error_deg,cmd_joint_final_abs_error_rad,cmd_joint_max_abs_error_rad,cmd_joint_rms_error_rad,cmd_joint_max_abs_torque_nm,all_joint_max_abs_error_deg,all_joint_rms_error_deg,all_joint_max_abs_error_rad,all_joint_rms_error_rad,all_joint_max_abs_torque_nm,torque_measure_prefix,sdk_feedforward_cmd_joint_max_abs_torque_nm,sdk_feedforward_all_joint_max_abs_torque_nm,return_present,return_samples,return_duration_s,return_final_cmd_abs_error_deg,return_final_all_joint_max_abs_error_deg,return_desired_back_to_start_deg,return_completed_successfully
sdk,sdk_lowcmd,Unitree SDK LOWCMD,5,-30.0,J5 -30 deg,sdk_lowcmd/workspace_j5_neg30deg_sdk_lowcmd.csv,outbound:1198;outbound_hold:714;return:1662,outbound+outbound_hold,1912,7.9988062480001645,239.03566866343738,-29.999999999999996,-29.92570374458195,99.75234581527317,-0.07429625541804832,0.07429625541804832,0.5980523654999981,0.26175317938256587,0.0012967142789476194,0.01043798287731551,0.004568454807789112,1.9773154258728027,0.5980523654999981,0.11334681602476147,0.01043798287731551,0.001978275136284358,7.353464126586914,tau_state,0.04596072715988294,7.359068701065631,True,1662,6.993775121999988,0.15061762402982867,0.21857416429004742,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,5,-10.0,J5 -10 deg,sdk_lowcmd/workspace_j5_neg10deg_sdk_lowcmd.csv,outbound:1307;outbound_hold:761;return:1665,outbound+outbound_hold,2068,7.998417913000139,258.5511312979532,-10.000000000000002,-9.904700640924672,99.0470064092467,-0.09529935907532949,0.09529935907532949,0.2820134845438263,0.16499014327476652,0.0016632875909048384,0.004922063840311908,0.002879621233481855,1.2897588014602661,0.2820134845438263,0.07508026664527008,0.004922063840311908,0.0013103978562352403,7.3545918464660645,tau_state,0.025181116305070333,7.360518015953272,True,1665,6.997656783999901,0.15057066647928485,0.21540751783610027,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,5,-5.0,J5 -5 deg,sdk_lowcmd/workspace_j5_neg5deg_sdk_lowcmd.csv,outbound:1271;outbound_hold:740;return:1773,outbound+outbound_hold,2011,7.99851709099994,251.4216044200005,-5.000000000000001,-4.900212498319867,98.00424996639732,-0.09976359601803891,0.09976359601803891,0.21962902656883185,0.1466528977242039,0.0017412032241442832,0.00383324964657622,0.002559575922877857,1.0960693359375,0.21962902656883185,0.06761488196283504,0.00383324964657622,0.0011801023135987975,7.356053352355957,tau_state,0.019156157874288718,7.361954279008291,True,1773,6.993229552999765,0.15052627024967977,0.20466149583755458,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,5,5.0,J5 +5 deg,sdk_lowcmd/workspace_j5_pos5deg_sdk_lowcmd.csv,outbound:1206;outbound_hold:708;return:1587,outbound+outbound_hold,1914,7.998607554000046,239.29165008762337,5.000000000000001,4.850094277737606,97.0018855547521,0.149905722262395,0.149905722262395,0.21640061604876307,0.1579727837475466,0.002616348421058956,0.0037769032533949976,0.002757145204935675,1.168081283569336,0.21640061604876307,0.07208589968492861,0.0037769032533949976,0.0012581362937643472,7.351220607757568,tau_state,0.014863243239320818,7.3712200331727615,True,1587,6.995233066999845,0.11829716887732834,0.20799206683158203,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,5,10.0,J5 +10 deg,sdk_lowcmd/workspace_j5_pos10deg_sdk_lowcmd.csv,outbound:1082;outbound_hold:601;return:1510,outbound+outbound_hold,1683,7.998300226000083,210.41970824364284,10.0,9.854080187995004,98.54080187995004,0.14591981200499646,0.14591981200499646,0.44867017344462157,0.1914227403338258,0.0025467811633783366,0.007830771782102675,0.0033409570820154095,1.911216139793396,0.44867017344462157,0.08315030106741597,0.007830771782102675,0.0014512465276509642,7.35127067565918,tau_state,0.015058030475545511,7.377152946477221,True,1510,6.989379770000141,0.1172871546538127,0.18331416647350285,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,5,30.0,J5 +30 deg,sdk_lowcmd/workspace_j5_pos30deg_sdk_lowcmd.csv,outbound:1226;outbound_hold:654;return:1604,outbound+outbound_hold,1880,7.992086314000062,235.23269471035712,29.999999999999996,29.875620528719185,99.5854017623973,0.12447338638190075,0.12447338638190075,0.5643207500331366,0.2654517687082916,0.00217247042347124,0.009849255125402134,0.0046330073692021434,1.9746556282043457,0.5643207500331366,0.11065664211812419,0.009849255125402134,0.0019313227441622991,7.351200103759766,tau_state,0.02204025635836574,7.377177075908278,True,1604,6.996379789999992,0.11853878681921755,0.11853878681921755,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,6,-30.0,J6 -30 deg,sdk_lowcmd/workspace_j6_neg30deg_sdk_lowcmd.csv,outbound:1296;outbound_hold:780;return:1873,outbound+outbound_hold,2076,7.998511399000108,259.54829548152173,-29.999999999999996,-25.341122612101422,84.47040870700475,-4.6589115922052775,4.6589115922052775,5.945130228889885,4.877856121114948,0.08131334684331348,0.1037620969539726,0.08513464975201514,30.0,5.945130228889885,1.9916617535259187,0.1037620969539726,0.03476105518507106,30.0,tau_state,0.006210452235464373,7.358251067894715,True,1873,6.993655801999921,5.723717894460284,5.723717894460284,0.0,False
sdk,sdk_lowcmd,Unitree SDK LOWCMD,6,-10.0,J6 -10 deg,sdk_lowcmd/workspace_j6_neg10deg_sdk_lowcmd.csv,outbound:1293;outbound_hold:752;return:1805,outbound+outbound_hold,2045,7.999224442000013,255.64978390438773,-10.0,-6.242801652571528,62.428016525715286,-3.7572470125263076,3.7572470125263076,5.591571294649016,3.8364172269640395,0.0655763311793047,0.09759132945162732,0.06695811209075307,30.0,5.591571294649016,1.5664826495441295,0.09759132945162732,0.02734027990990951,30.0,tau_state,0.0035957098531075307,7.355069467512767,True,1805,6.9923238699998365,5.775033319138002,5.775033319138002,0.0,False
sdk,sdk_lowcmd,Unitree SDK LOWCMD,6,-5.0,J6 -5 deg,sdk_lowcmd/workspace_j6_neg5deg_sdk_lowcmd.csv,outbound:1200;outbound_hold:745;return:1715,outbound+outbound_hold,1945,7.994199154999933,243.3014192276545,-5.0,-4.78079672588339,95.61593451766781,-0.2192570618563236,0.2192570618563236,0.24665466885067303,0.2095409271419484,0.0038267576376417173,0.004304936086860542,0.0036571790963085514,1.5684473514556885,0.24665466885067303,0.08901082376550182,0.004304936086860542,0.0015535319446204237,7.349192142486572,tau_state,0.0035945152565017464,7.356030224394288,True,1715,6.992889540000306,0.18650258415542942,0.18650258415542942,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,6,5.0,J6 +5 deg,sdk_lowcmd/workspace_j6_pos5deg_sdk_lowcmd.csv,outbound:1301;outbound_hold:770;return:1812,outbound+outbound_hold,2071,7.994587776000117,259.0502547507422,5.0,-0.6724846308669998,-13.449692617339997,5.723962059094093,5.723962059094093,5.779121707093168,4.7396328732771815,0.09990198419042616,0.10086470166225112,0.08272219897444598,30.0,5.779121707093168,1.9352418690572493,0.10086470166225112,0.03377634243749797,30.0,tau_state,0.001815744158307546,7.358346434863328,True,1812,6.9999490870000045,3.7233598052692685,3.7233598052692685,0.0,False
sdk,sdk_lowcmd,Unitree SDK LOWCMD,6,10.0,J6 +10 deg,sdk_lowcmd/workspace_j6_pos10deg_sdk_lowcmd.csv,outbound:1316;outbound_hold:773;return:1823,outbound+outbound_hold,2089,7.997437111000181,261.2086811069333,10.0,4.277440545553159,42.774405455531586,5.775831514878356,5.775831514878356,5.795069161235684,4.99739840875209,0.10080727697507916,0.10114303724434884,0.08722105626664939,30.0,5.795069161235684,2.0404587379684336,0.10114303724434884,0.0356127232286374,30.0,tau_state,0.00212099418914114,7.36016963443727,True,1823,6.997219285000028,1.1685301075469376,1.1685301075469376,0.0,True
sdk,sdk_lowcmd,Unitree SDK LOWCMD,6,30.0,J6 +30 deg,sdk_lowcmd/workspace_j6_pos30deg_sdk_lowcmd.csv,outbound:1322;outbound_hold:794;return:1810,outbound+outbound_hold,2116,7.9991980499999045,264.52651713005474,29.999999999999996,24.227748203093043,80.75916067697682,5.773407806423981,5.773407806423981,5.8284772562800065,5.216603209160106,0.10076497528244188,0.10172611849969146,0.09104690176994627,30.0,5.8284772562800065,2.129937585745869,0.10172611849969146,0.037174423733244456,30.0,tau_state,0.007627230749399991,7.361716877459551,True,1810,6.99354607100031,4.556964329788638,4.556964329788638,0.0,False
